Pub_1st_author,Pub_year,Analysis_1,Analysis_2,Analysis_3,Analysis_4,Nutrient_Analyses,Effect_size (natural log response ratio of mean inoculated plant mass over mean non-inoculated plant mass),Estimated_variance (inverse of summed replicates of inoculated and non-inoculated plants),"N-fertilization (0=not fertilized with N, 1=fertilized with N)","P-fertilization (0=not fertilized with P, 1=fertilized with P)","Fertilization (N only, P only, neither, or both)",Location (lab or field),MycorrhizaType (AM or EM),"InoculumComplexity (Single species, multiple species, or whole soil inoculum)",PlantGenus,PlantSpecificEpithet,PlantFamily,PlantFunctionalGroup,FungalGenus,MicrobeControl,Sterility,Plant_tissue_N:P_ratio
Chen,2006,Yes,No,Yes,No,No,0.012092682,0.03125,1,1,both,lab,EM,Single,Eucalyptus,urophylla,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chen,2006,Yes,No,Yes,No,No,-0.001323277,0.03125,1,1,both,lab,EM,Single,Eucalyptus,urophylla,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chen,2006,Yes,No,Yes,No,No,1.294309305,0.015625,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chen,2006,Yes,No,Yes,No,No,1.424094137,0.015625,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chen,2006,Yes,No,Yes,No,No,0.624211634,0.015625,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chen,2006,Yes,No,Yes,No,No,0.278908254,0.015625,1,1,both,lab,EM,Single,Eucalyptus,urophylla,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chen,2006,Yes,No,Yes,No,No,1.028549199,0.015625,1,1,both,lab,EM,Single,Eucalyptus,urophylla,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chen,2006,Yes,No,Yes,No,No,0.587046883,0.015625,1,1,both,lab,EM,Single,Eucalyptus,urophylla,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Chulan,1991,Yes,Yes,No,Yes,Yes,0.161618374,0.166666667,0,0,neither,lab,AM,Single,Theobrama,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,10.95441595
Chulan,1991,Yes,Yes,No,Yes,Yes,0.067608285,0.166666667,0,0,neither,lab,AM,Single,Theobrama,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,11.42277956
Chulan,1991,Yes,Yes,No,Yes,Yes,0.087134475,0.166666667,0,0,neither,lab,AM,Single,Theobrama,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,13.24635457
Chulan,1991,Yes,Yes,No,Yes,Yes,0.176263676,0.166666667,0,0,neither,lab,AM,Single,Theobrama,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,15.14162836
Chulan,1991,Yes,Yes,No,Yes,Yes,0.060801121,0.166666667,0,0,neither,lab,AM,Single,Theobroma,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,16.61863593
Chulan,1991,Yes,Yes,No,Yes,Yes,0,0.166666667,0,0,neither,lab,AM,Single,Theobrama,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,16.97106691
Chulan,1991,Yes,Yes,No,Yes,Yes,0.107800757,0.166666667,0,0,neither,lab,AM,Single,Theobroma,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,19.19768649
Chulan,1991,Yes,Yes,No,Yes,Yes,0.065844453,0.166666667,0,0,neither,lab,AM,Single,Theobroma,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,20.73894876
Chulan,1991,Yes,Yes,No,Yes,Yes,0.114064995,0.166666667,0,0,neither,lab,AM,Single,Theobroma,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,20.846494
Chulan,1991,Yes,Yes,No,Yes,Yes,0.129462632,0.166666667,0,0,neither,lab,AM,Single,Theobroma,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,24.16743994
Chulan,1991,Yes,Yes,No,Yes,Yes,0.111014437,0.166666667,0,0,neither,lab,AM,Single,Theobroma,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,28.39665164
Chulan,1991,Yes,Yes,No,Yes,No,0.130496256,0.166666667,0,0,neither,lab,AM,Single,Theobrama,cacao,Sterculiaceae,non-N-fixing woody,.,none,non,
Cooperband,1994,Yes,Yes,No,Yes,Yes,-0.169264318,0.1,1,0,N_only,lab,AM,Whole,Erythrina,berteriana,Fabaceae,N-fixing woody,.,microbial wash,sterile,55.29301656
Cooperband,1994,Yes,Yes,No,Yes,No,0.932015504,0.076923077,1,0,N_only,lab,AM,Whole,Paspalum,conjugatum,Poaceae,C4 grass,.,microbial wash,sterile,
Cooperband,1994,Yes,Yes,No,Yes,No,2.132686056,0.083333333,1,0,N_only,lab,AM,Whole,Homolepsis,aturensis,Poaceae,C4 grass,.,microbial wash,sterile,
Corkidi,2002,Yes,Yes,No,Yes,No,0.389464767,0.05,0,1,P_only,lab,AM,Whole,Elymus,elymoides,Poaceae,C3 grass,.,microbial wash,sterile,
Corkidi,2002,Yes,Yes,No,Yes,No,0.63111179,0.05,0,1,P_only,lab,AM,Whole,Elymus,elymoides,Poaceae,C3 grass,.,microbial wash,sterile,
Corkidi,2002,Yes,Yes,No,Yes,No,-1.113997208,0.05,0,1,P_only,lab,AM,Whole,Bouteloua,gracilis,Poaceae,C4 grass,.,microbial wash,sterile,
Corkidi,2002,Yes,Yes,No,Yes,No,0.668656161,0.05,0,1,P_only,lab,AM,Whole,Bouteloua,gracilis,Poaceae,C4 grass,.,microbial wash,sterile,
Corkidi,2002,Yes,Yes,No,Yes,No,0.203598955,0.05,0,1,P_only,lab,AM,Whole,Bouteloua,eriopoda,Poaceae,C4 grass,.,microbial wash,sterile,
Corkidi,2002,Yes,Yes,No,Yes,No,1.025049721,0.05,0,1,P_only,lab,AM,Whole,Bouteloua,eriopoda,Poaceae,C4 grass,.,microbial wash,sterile,
Diedhiou,2005,Yes,No,Yes,No,Yes,0.594707108,0.05,0,0,neither,lab,EM,Single,Afzelia,bella,Fabaceae,non-N-fixing woody,Scleroderma,none,sterile,17.95762712
Diedhiou,2005,Yes,No,No,No,Yes,0.280522509,0.05,0,0,neither,lab,EM,Single,Afzelia,africana,Fabaceae,non-N-fixing woody,.,none,sterile,20.64102564
Diedhiou,2005,Yes,No,No,No,Yes,0.48928378,0.05,0,0,neither,lab,EM,Single,Cryptosepalum,tetraphyllum,Fabaceae,non-N-fixing woody,.,none,sterile,24.78947368
Diedhiou,2005,Yes,No,Yes,No,Yes,0.375484276,0.05,0,0,neither,lab,EM,Single,Paramacrolobium,coeruleum,Fabaceae,non-N-fixing woody,Pisolithus,none,sterile,25.19047619
Diedhiou,2005,Yes,No,No,No,Yes,1.983734458,0.05,0,0,neither,lab,EM,Single,Uapaca,somon,Euphorbiaceae,non-N-fixing woody,.,none,sterile,36.95454545
Dixon,1981,Yes,No,Yes,No,No,0.185717146,0.125,1,1,both,lab,EM,Single,Quercus,velutina,Fagaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1984,Yes,No,Yes,No,No,0.60077386,0.5,1,1,both,lab,EM,Single,Quercus,robur,Fagaceae,non-N-fixing woody,Cenococcum,none,sterile,
Dixon,1984,Yes,No,Yes,No,No,0.458307589,0.1,1,1,both,lab,EM,Single,Quercus,velutina,Fagaceae,non-N-fixing woody,Thelephora,none,sterile,
Dixon,1984,Yes,No,Yes,No,No,0.064538521,0.5,1,1,both,lab,EM,Single,Quercus,alba,Fagaceae,non-N-fixing woody,Suillus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.500775288,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.476082675,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.024097552,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.170625517,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.022989518,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.223143551,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.298492989,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dixon,1987,Yes,No,Yes,No,No,0.606135804,0.035714286,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Dosskey,1991,Yes,No,Yes,No,Yes,-0.193863317,0.0025,1,1,both,lab,EM,Single,Pseudotsuga,menziesii,Pinaceae,non-N-fixing woody,Hebeloma,other,sterile,8
Dosskey,1991,Yes,No,Yes,No,Yes,-0.080042708,0.0025,1,1,both,lab,EM,Single,Pseudotsuga,menziesii,Pinaceae,non-N-fixing woody,Rhizopogon,Unknown,Unknown,10.66666667
Dunabeitia,2004,Yes,No,Yes,No,Yes,0.179393297,0.02,1,1,both,lab,EM,Single,Pinus,radiata,Pinaceae,non-N-fixing woody,Scleroderma,Unknown,Unknown,4.75
Dunabeitia,2004,Yes,No,Yes,No,No,0.202278413,0.02,1,1,both,lab,EM,Single,Pinus,radiata,Pinaceae,non-N-fixing woody,Rhizopogon,none,sterile,
Dunstan,1998,Yes,No,Yes,No,No,0.362114667,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,0.233093882,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,-0.033901552,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,0.044451763,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,0.399985642,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,-0.024692613,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,-0.121889818,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,0.050430854,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,-0.559615788,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Dunstan,1998,Yes,No,Yes,No,No,0.291910409,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,diversicolor,Myrtaceae,non-N-fixing woody,Laccaria,other,sterile,
Edathil,1996,Yes,Yes,No,Yes,Yes,0.266175867,0.125,0,0,neither,lab,AM,Multiple,Lycopersicon,esculentum,Solanaceae,non-N-fixing forb,.,none,sterile,16.27272727
Edathil,1996,Yes,Yes,Yes,Yes,Yes,0.700214348,0.125,0,0,neither,lab,AM,Single,Lycopersicon,esculentum,Solanaceae,non-N-fixing forb,Glomus,none,sterile,16.27272727
El-din,1988,Yes,Yes,No,No,Yes,0.14518201,0.125,0,1,P_only,field,AM,Whole,Glycine,max,Fabaceae,N-fixing forb,Glomus,none,non,3.290322581
El-din,1988,Yes,Yes,No,No,Yes,0.344194283,0.125,0,1,P_only,field,AM,Whole,Glycine,max,Fabaceae,N-fixing forb,Glomus,none,non,3.52173913
El-din,1988,Yes,Yes,No,No,Yes,0.159759219,0.125,0,1,P_only,field,AM,Whole,Glycine,max,Fabaceae,N-fixing forb,Glomus,none,non,3.666666667
El-din,1988,Yes,Yes,No,No,Yes,0.100442783,0.125,0,1,P_only,field,AM,Whole,Glycine,max,Fabaceae,N-fixing forb,Glomus,none,non,4.469387755
El-din,1988,Yes,Yes,No,No,Yes,-0.098440073,0.125,0,1,P_only,field,AM,Whole,Glycine,max,Fabaceae,N-fixing forb,Glomus,none,non,4.947368421
El-din,1988,Yes,Yes,No,No,Yes,0.106710955,0.125,0,1,P_only,field,AM,Whole,Glycine,max,Fabaceae,N-fixing forb,Glomus,none,non,5.111111111
El-din,1988,Yes,Yes,No,No,Yes,0.410914713,0.125,0,1,P_only,lab,AM,Whole,Lens,culinaris,Fabaceae,N-fixing forb,Glomus,Unknown,Unknown,9.726495726
El-din,1988,Yes,Yes,No,No,Yes,0.189242,0.125,0,1,P_only,lab,AM,Whole,Lens,culinaris,Fabaceae,N-fixing forb,Glomus,Unknown,Unknown,9.739910314
El-din,1988,Yes,Yes,No,No,Yes,0.229310066,0.125,0,1,P_only,lab,AM,Whole,Lens,culinaris,Fabaceae,N-fixing forb,Glomus,Unknown,Unknown,10.06547619
El-din,1988,Yes,Yes,No,No,Yes,0.251314428,0.125,0,1,P_only,lab,AM,Whole,Lens,culinaris,Fabaceae,N-fixing forb,Glomus,Unknown,Unknown,10.10810811
El-din,1988,Yes,Yes,No,No,Yes,0.411734721,0.125,0,1,P_only,lab,AM,Whole,Lens,culinaris,Fabaceae,N-fixing forb,Glomus,Unknown,Unknown,10.37777778
El-din,1988,Yes,Yes,No,No,Yes,0.441832752,0.125,0,1,P_only,lab,AM,Whole,Lens,culinaris,Fabaceae,N-fixing forb,Glomus,Unknown,Unknown,11.36
Estaun,2003,Yes,Yes,Yes,Yes,No,0.978166136,0.05,0,0,neither,lab,AM,Single,Olea,europaea,Oleaceae,non-N-fixing woody,Glomus,none,sterile,
Fagbola,1998,Yes,Yes,Yes,No,No,0.31121257,0.166666667,0,0,neither,field,AM,Single,Manihot,esculenta,Euphorbiaceae,non-N-fixing woody,Glomus,none,non,
Fagbola,1998,Yes,Yes,Yes,No,No,0.892760234,0.166666667,0,0,neither,field,AM,Single,Manihot,esculenta,Euphorbiaceae,non-N-fixing woody,Glomus,none,non,
Gaur,1999,Yes,Yes,No,No,No,0.020429047,0.033333333,0,0,neither,lab,AM,Whole,Syngonium,podophyllum,Araceae,non-N-fixing forb,.,Unknown,non,
Gaur,1999,Yes,Yes,No,No,No,0.087483744,0.033333333,0,0,neither,lab,AM,Whole,Syngonium,podophyllum,Araceae,non-N-fixing forb,.,Unknown,non,
Gaur,1999,Yes,Yes,No,No,No,0.168273674,0.033333333,0,0,neither,lab,AM,Whole,Syngonium,podophyllum,Araceae,non-N-fixing forb,.,Unknown,non,
Gaur,1999,Yes,Yes,No,No,No,0.133992825,0.033333333,0,0,neither,lab,AM,Whole,Syngonium,podophyllum,Araceae,non-N-fixing forb,.,Unknown,non,
Gemma,1997,Yes,Yes,Yes,Yes,No,0.96842874,0.1,1,1,both,lab,AM,Single,Prunus,maritima,Rosaceae,non-N-fixing woody,Glomus,none,sterile,
Gemma,1997,Yes,Yes,Yes,Yes,No,0.476339448,0.055555556,1,1,both,lab,AM,Single,Solidago,sempervirens,Asteraceae,non-N-fixing forb,Glomus,none,sterile,
Godse,1978,Yes,Yes,Yes,No,No,1.073467133,0.125,0,1,P_only,lab,AM,Single,Vigna,unguiculata,Fabaceae,N-fixing forb,Glomus,Unknown,non,
Godse,1978,Yes,Yes,Yes,No,No,0.604433898,0.125,0,1,P_only,lab,AM,Single,Vigna,unguiculata,Fabaceae,N-fixing forb,Glomus,Unknown,non,
Goicoechea,1997,Yes,Yes,Yes,Yes,Yes,0.559615788,0.071428571,1,1,both,lab,AM,Single,Medicago,sativa,Fabaceae,N-fixing forb,Glomus,other,non,16
Goicoechea,1997,Yes,Yes,Yes,Yes,Yes,-0.322773392,0.071428571,1,1,both,lab,AM,Single,Medicago,sativa,Fabaceae,N-fixing forb,Glomus,other,non,26.5
Goicoechea,1997,Yes,Yes,Yes,Yes,Yes,-0.121889818,0.071428571,1,1,both,lab,AM,Single,Medicago,sativa,Fabaceae,N-fixing forb,Glomus,other,non,30.25
Goicoechea,1997,Yes,Yes,Yes,Yes,Yes,0.072759354,0.071428571,1,1,both,lab,AM,Single,Medicago,sativa,Fabaceae,N-fixing forb,Glomus,other,non,30.25
Greipsson,2000,Yes,Yes,No,Yes,No,1.38686397,0.166666667,1,1,both,lab,AM,Whole,Leymus,arenarius,Poaceae,C3 grass,Glomus,microbial wash,sterile,
Habte,1991,Yes,Yes,Yes,No,No,0.295980875,0.166666667,1,0,N_only,lab,AM,Single,Cassia,Spectabilis,Fabaceae,non-N-fixing woody,Glomus,Unknown,sterile,
Habte,1991,Yes,Yes,Yes,No,No,1.609437912,0.166666667,1,0,N_only,lab,AM,Single,Cassia,Spectabilis,Fabaceae,non-N-fixing woody,Glomus,Unknown,sterile,
Habte,1991,Yes,Yes,Yes,No,No,-0.283435782,0.166666667,1,0,N_only,lab,AM,Single,Cassia,reticulata,Fabaceae,non-N-fixing woody,Glomus,Unknown,sterile,
Habte,1991,Yes,Yes,Yes,No,No,-0.112117298,0.166666667,1,0,N_only,lab,AM,Single,Cassia,reticulata,Fabaceae,non-N-fixing woody,Glomus,Unknown,sterile,
Habte,1991,Yes,Yes,Yes,No,No,-0.240004649,0.166666667,1,0,N_only,lab,AM,Single,Gliricidia,sepium,Fabaceae,N-fixing woody,Glomus,Unknown,sterile,
Habte,1991,Yes,Yes,Yes,No,No,-0.363947703,0.166666667,1,0,N_only,lab,AM,Single,Gliricidia,sepium,Fabaceae,N-fixing woody,Glomus,Unknown,sterile,
Habte,1995,Yes,Yes,Yes,No,No,-0.296874521,0.166666667,1,1,both,lab,AM,Single,Cassia,siamea,Fabaceae,non-N-fixing woody,Glomus,Unknown,sterile,
Habte,1995,Yes,Yes,Yes,No,No,1.515127233,0.166666667,1,1,both,lab,AM,Single,Cassia,siamea,Fabaceae,non-N-fixing woody,Glomus,Unknown,sterile,
Hamel,1991,Yes,Yes,Yes,No,Yes,1.219020142,0.5,0,0,neither,field,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,microbial wash,sterile,13.27272727
Hamel,1991,Yes,Yes,Yes,No,Yes,0.559285587,0.5,0,0,neither,field,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,16.1875
Hartwig,2002,Yes,Yes,Yes,No,Yes,0.01892801,0.0625,1,1,both,lab,AM,Single,Lolium,perenne,Poaceae,C3 grass,Glomus,microbial wash,Unknown,0.466292135
Hartwig,2002,Yes,Yes,Yes,No,Yes,0.087157309,0.0625,1,1,both,lab,AM,Single,Lolium,perenne,Poaceae,C3 grass,Glomus,microbial wash,Unknown,0.487394958
Hartwig,2002,Yes,Yes,Yes,No,Yes,0.30302223,0.0625,1,1,both,lab,AM,Single,Lolium,perenne,Poaceae,C3 grass,Glomus,microbial wash,Unknown,1.119205298
Hartwig,2002,Yes,Yes,Yes,No,Yes,0.114174427,0.0625,1,1,both,lab,AM,Single,Lolium,perenne,Poaceae,C3 grass,Glomus,microbial wash,Unknown,1.291139241
Heinonsalo,2004,Yes,No,Yes,No,No,0.36926626,0.010416667,0,0,neither,field,EM,Single,Pseudotsuga,menziesii,Pinaceae,non-N-fixing woody,Laccaria,none,non,
Heinonsalo,2004,Yes,No,Yes,No,No,0.20700669,0.010416667,0,0,neither,field,EM,Single,Pseudotsuga,menziesii,Pinaceae,non-N-fixing woody,Laccaria,none,non,
Heinrich,1988,Yes,No,Yes,No,No,1.188358577,0.125,1,0,N_only,lab,EM,Single,Eucalyptus,pilularis,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Heinrich,1988,Yes,No,Yes,No,No,0.493889114,0.125,1,0,N_only,lab,EM,Single,Eucalyptus,pilularis,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Heinrich,1988,Yes,No,Yes,No,No,0.086404691,0.125,1,0,N_only,lab,EM,Single,Eucalyptus,pilularis,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Heinrich,1988,Yes,No,Yes,No,No,0.588923675,0.125,1,0,N_only,lab,EM,Single,Eucalyptus,pilularis,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Heinrich,1988,Yes,No,Yes,No,No,1.00144854,0.125,1,0,N_only,lab,EM,Single,Eucalyptus,pilularis,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Heinrich,1988,Yes,No,Yes,No,No,2.185583002,0.125,1,0,N_only,lab,EM,Single,Eucalyptus,pilularis,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Heinrich,1988,Yes,No,Yes,No,No,1.711459527,0.125,1,0,N_only,lab,EM,Single,Eucalyptus,pilularis,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Hung,1986,Yes,No,Yes,No,No,0.383776874,0.0625,1,1,both,lab,EM,Single,Pseudotsuga,menziesii,Pinaceae,non-N-fixing woody,Laccaria,none,sterile,
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.247829609,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,7.974358974
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.405248077,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,12.52631579
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.023363622,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,12.76190476
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.13499739,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,13
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.094750337,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,13.14285714
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.494700437,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,14.27272727
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.092010187,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,14.58823529
