Pub_1st_author,Pub_year,Analysis_1,Analysis_2,Analysis_3,Analysis_4,Nutrient_Analyses,Effect_size (natural log response ratio of mean inoculated plant mass over mean non-inoculated plant mass),Estimated_variance (inverse of summed replicates of inoculated and non-inoculated plants),"N-fertilization (0=not fertilized with N, 1=fertilized with N)","P-fertilization (0=not fertilized with P, 1=fertilized with P)","Fertilization (N only, P only, neither, or both)",Location (lab or field),MycorrhizaType (AM or EM),"InoculumComplexity (Single species, multiple species, or whole soil inoculum)",PlantGenus,PlantSpecificEpithet,PlantFamily,PlantFunctionalGroup,FungalGenus,MicrobeControl,Sterility,Plant_tissue_N:P_ratio
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.301512356,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,16.5
Ikram,1987,Yes,Yes,Yes,Yes,Yes,-0.129170478,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,16.61538462
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.124958896,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,18.5625
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.090401999,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,18.76470588
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.933005445,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,19.13333333
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.259955439,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,19.92857143
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.490203939,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,21.21428571
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.346540206,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,21.69230769
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.756094605,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,22.33333333
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.241401168,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,22.7
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.85823872,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,22.78571429
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.6824906,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,23
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.197703884,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,23
Ikram,1987,Yes,Yes,Yes,Yes,Yes,-0.696488313,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,23.5
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.078546042,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,23.8
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.492519921,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,24.3
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.045351558,0.5,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,25.3
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.045182223,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,25.6
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.299487624,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,25.9
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.002156126,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,26.375
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.223065209,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,27.875
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.29169161,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,28.41666667
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.29845344,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,29.25
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.108641871,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,29.625
Ikram,1987,Yes,Yes,Yes,Yes,Yes,-0.087025461,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,30
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.245145162,0.5,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,33
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.672248587,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,34.14285714
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.993424023,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,34.27272727
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.567747962,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,35
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.828763776,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,37
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.820348219,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,37.22222222
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.958018167,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,38.55555556
Ikram,1987,Yes,Yes,Yes,Yes,Yes,0.618837025,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,38.85714286
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.075192014,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,39
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.348687943,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,39.25
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.599915302,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,39.3
Ikram,1987,Yes,Yes,Yes,Yes,Yes,1.585633855,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,57.14285714
Ikram,1987,Yes,Yes,Yes,Yes,No,2.178297668,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,
Ikram,1987,Yes,Yes,Yes,Yes,No,2.233370024,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,
Ikram,1987,Yes,Yes,Yes,Yes,No,1.734674262,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,
Ikram,1987,Yes,Yes,Yes,Yes,No,2.22850789,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,
Ikram,1987,Yes,Yes,Yes,Yes,No,2.335455206,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,
Ikram,1987,Yes,Yes,Yes,Yes,No,1.057227073,0.166666667,0,1,P_only,lab,AM,Single,Calopogonium,caeruleum,Fabaceae,N-fixing forb,Glomus,other,non,
Jakobsen,1983,Yes,Yes,Yes,No,No,0.059600556,0.5,1,0,N_only,field,AM,Single,Hordeum,vulgare,Poaceae,C3 grass,Glomus,none,sterile,
Jakobsen,1983,Yes,Yes,Yes,No,No,0.337403986,0.5,1,0,N_only,field,AM,Single,Hordeum,vulgare,Poaceae,C3 grass,Glomus,none,sterile,
Joner,1994,Yes,Yes,Yes,Yes,No,-0.274901179,0.125,1,1,both,lab,AM,Single,Cucumis,sativus,Cucurbitaceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Jongen,1996,Yes,Yes,Yes,Yes,Yes,0.146273698,0.041666667,1,1,both,lab,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,0.848
Jongen,1996,Yes,Yes,Yes,Yes,Yes,0.139987193,0.041666667,1,1,both,lab,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,1.019230769
Kapoor,2002,Yes,Yes,Yes,No,No,0.444380524,0.0625,0,0,neither,field,AM,Single,Anethum,graveolens,Apiaceae,non-N-fixing forb,Glomus,other,sterile,
Kapoor,2002,Yes,Yes,Yes,No,No,0.028987537,0.0625,0,0,neither,field,AM,Single,Trachyspermum,ammi,Apiaceae,non-N-fixing forb,Glomus,other,sterile,
Kashyap,2004,Yes,Yes,No,No,No,0.045500688,0.05,0,0,neither,field,AM,Multiple,Morus,alba,Moraceae,non-N-fixing woody,.,none,non,
Kashyap,2004,Yes,Yes,No,No,No,0.091998919,0.05,0,0,neither,field,AM,Multiple,Morus,alba,Moraceae,non-N-fixing woody,.,none,non,
Khasa,2001,Yes,No,Yes,No,No,0.862045717,0.05,0,0,neither,lab,EM,Single,Pinus,contorta,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Khasa,2001,Yes,No,Yes,No,No,0.014388737,0.05,0,0,neither,lab,EM,Single,Pinus,contorta,Pinaceae,non-N-fixing woody,Suillus,none,Unknown,
Khasa,2001,Yes,No,Yes,No,No,0.661760867,0.05,0,0,neither,lab,EM,Single,Pinus,contorta,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Khasa,2001,Yes,No,Yes,No,No,1.217473492,0.05,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Khasa,2001,Yes,No,Yes,No,No,0.297834444,0.05,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Rhizopogon,none,Unknown,
Khasa,2001,Yes,No,Yes,No,No,0.608247737,0.05,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,Unknown,
Kim,2002,Yes,Yes,Yes,Yes,Yes,0.991738913,0.166666667,1,1,both,lab,AM,Single,Capsicum,annuum,Solanaceae,non-N-fixing forb,Glomus,none,sterile,5.515625
Lamhamedi,1990,Yes,No,Yes,No,No,-0.42300731,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.574253122,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.479096776,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.60867993,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.021671929,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.299771156,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,0.140514261,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.172366509,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.136052775,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.333776176,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.039023813,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.318156015,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Lamhamedi,1990,Yes,No,Yes,No,No,-0.025411467,0.05,1,1,both,lab,EM,Single,Pinus,pinaster,Pinaceae,non-N-fixing woody,Pisolithus,none,Unknown,
Liu,2003,Yes,Yes,Yes,Yes,No,0.110168217,0.125,1,0,N_only,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,none,sterile,
Liu,2003,Yes,Yes,Yes,Yes,No,0.15267684,0.125,1,0,N_only,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,none,sterile,
Liu,2003,Yes,Yes,Yes,Yes,No,0.040821995,0.125,1,0,N_only,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,none,sterile,
Lu,1998,Yes,No,Yes,No,No,0.205852054,0.166666667,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Boletus,none,sterile,
Lu,1998,Yes,No,Yes,No,No,0.414943852,0.166666667,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Laccaria,none,sterile,
Lu,1998,Yes,No,Yes,No,No,0.336472237,0.166666667,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
Lu,1998,Yes,No,Yes,No,No,-0.0588405,0.166666667,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Scleroderma,none,sterile,
Lu,1998,Yes,No,Yes,No,No,0.395895657,0.166666667,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Tricholoma,none,sterile,
MacFall,1991,Yes,No,Yes,No,No,0.293912622,0.083333333,1,1,both,lab,EM,Single,Pinus,resinosa,Pinaceae,non-N-fixing woody,Hebeloma,none,non,
Mahmood,2003,Yes,No,Yes,No,Yes,0.434021241,0.1,0,0,neither,lab,EM,Single,Picea,abies,Pinaceae,non-N-fixing woody,Piloderma,none,non,5.538461538
Mahmood,2003,Yes,No,Yes,No,Yes,0.795319935,0.1,0,0,neither,lab,EM,Single,Picea,abies,Pinaceae,non-N-fixing woody,Piloderma,none,non,52.85714286
Mahmood,2003,Yes,No,Yes,No,No,0.095102631,0.1,0,0,neither,lab,EM,Single,Picea,abies,Pinaceae,non-N-fixing woody,Piloderma,none,non,
Mahmood,2003,Yes,No,Yes,No,No,0.689380698,0.1,0,0,neither,lab,EM,Single,Picea,abies,Pinaceae,non-N-fixing woody,Piloderma,none,non,
Martin,2002,Yes,Yes,Yes,Yes,No,-0.393904286,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.468978514,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.444251133,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.586049045,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,-1.041453875,0.5,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,-0.097374164,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.366549692,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.494296322,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.664976304,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.882047708,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.744440475,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.72775271,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,1.03861498,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.765588331,0.1,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.999459929,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,-0.221900543,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.340373643,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.459049354,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2002,Yes,Yes,Yes,Yes,No,0.480271831,0.1,0,0,neither,lab,AM,Single,Lactuca,sativa,Asteraceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2004,Yes,Yes,No,Yes,No,0.395895657,0.1,1,1,both,lab,AM,Multiple,Capsicum,annuum,Solanaceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Martin,2004,Yes,Yes,Yes,Yes,No,-0.228841572,0.1,1,1,both,lab,AM,Single,Capsicum,annuum,Solanaceae,non-N-fixing forb,Glomus,microbial wash,sterile,
Marx,1976,Yes,No,Yes,No,No,0.062738341,0.166666667,1,1,both,lab,EM,Single,Pinus,taeda,Pinaceae,non-N-fixing woody,Pisolithus,Unknown,sterile,
Mason,2000,Yes,No,Yes,No,No,-0.768017058,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Laccaria,none,sterile,
Mason,2000,Yes,No,Yes,No,No,-0.084706697,0.083333333,1,1,both,lab,EM,Single,Eucalyptus,globulus,Myrtaceae,non-N-fixing woody,Pisolithus,none,sterile,
McGee,1990,Yes,Yes,Yes,Yes,No,-0.080042708,0.5,0,0,neither,lab,AM,Single,Ceratopetalum,apetalum,Cunoniaceae,non-N-fixing woody,Glomus,none,sterile,
McGee,1990,Yes,Yes,Yes,Yes,No,-0.15415068,0.5,0,0,neither,lab,AM,Single,Ceratopetalum,apetalum,Cunoniaceae,non-N-fixing woody,Glomus,none,sterile,
McGee,1990,Yes,Yes,Yes,Yes,No,-0.276253377,0.0625,0,0,neither,lab,AM,Single,Ceratopetalum,apetalum,Cunoniaceae,non-N-fixing woody,Glomus,none,sterile,
McGee,1990,Yes,Yes,Yes,Yes,No,0.277631737,0.5,0,0,neither,lab,AM,Single,Trifolium,pratense,Fabaceae,N-fixing forb,Glomus,none,sterile,
McGee,1990,Yes,Yes,Yes,Yes,No,0.303186259,0.5,0,0,neither,lab,AM,Single,Trifolium,pratense,Fabaceae,N-fixing forb,Glomus,none,sterile,
McGonigle,2003,Yes,Yes,No,Yes,No,0.291706223,0.1,1,0,N_only,lab,AM,Multiple,Sorghum,sudanese,Poaceae,C4 grass,Glomus,none,sterile,
Medina,2003,Yes,Yes,Yes,Yes,No,1.953157057,0.1,0,0,neither,lab,AM,Single,Medicago,sativa,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Medina,2003,Yes,Yes,Yes,Yes,No,1.880163204,0.1,0,0,neither,lab,AM,Single,Medicago,sativa,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Medina,2003,Yes,Yes,Yes,Yes,No,2.230723704,0.1,0,0,neither,lab,AM,Single,Medicago,sativa,Fabaceae,N-fixing forb,Glomus,microbial wash,sterile,
Medina,2004,Yes,Yes,No,No,No,-0.252324693,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
Medina,2004,Yes,Yes,No,No,No,0.408865646,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
Medina,2004,Yes,Yes,No,No,No,-0.662812737,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
Medina,2004,Yes,Yes,No,No,No,-0.275953356,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
