Pub_1st_author,Pub_year,Analysis_1,Analysis_2,Analysis_3,Analysis_4,Nutrient_Analyses,Effect_size (natural log response ratio of mean inoculated plant mass over mean non-inoculated plant mass),Estimated_variance (inverse of summed replicates of inoculated and non-inoculated plants),"N-fertilization (0=not fertilized with N, 1=fertilized with N)","P-fertilization (0=not fertilized with P, 1=fertilized with P)","Fertilization (N only, P only, neither, or both)",Location (lab or field),MycorrhizaType (AM or EM),"InoculumComplexity (Single species, multiple species, or whole soil inoculum)",PlantGenus,PlantSpecificEpithet,PlantFamily,PlantFunctionalGroup,FungalGenus,MicrobeControl,Sterility,Plant_tissue_N:P_ratio
Medina,2004,Yes,Yes,No,No,No,0.005339041,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
Medina,2004,Yes,Yes,No,No,No,-0.188863533,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
Medina,2004,Yes,Yes,No,No,No,0.589258203,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
Medina,2004,Yes,Yes,No,No,No,0.328643248,0.1,0,0,neither,lab,AM,Multiple,Dorycnium,pentaphyllum,Fabaceae,N-fixing woody,Glomus,other,Unknown,
Meyer,1986,Yes,Yes,No,Yes,Yes,0.963817543,0.041666667,1,1,both,lab,AM,Multiple,Trifolium,subterraneum,Fabaceae,N-fixing forb,.,microbial wash,non,22.71428571
Meyer,1986,Yes,Yes,No,Yes,Yes,0.432864082,0.041666667,1,1,both,lab,AM,Multiple,Trifolium,subterraneum,Fabaceae,N-fixing forb,.,microbial wash,non,30.5
Moora,1996,Yes,Yes,No,Yes,No,0.628373542,0.038461538,0,0,neither,lab,AM,Whole,Prunella,vulgaris,Lamiaceae,non-N-fixing forb,.,none,sterile,
Moora,1996,Yes,Yes,No,Yes,No,-0.147776409,0.038461538,0,0,neither,lab,AM,Whole,Prunella,vulgaris,Lamiaceae,non-N-fixing forb,.,none,sterile,
Moora,1996,Yes,Yes,No,Yes,No,0.21161373,0.038461538,0,0,neither,lab,AM,Whole,Prunella,vulgaris,Lamiaceae,non-N-fixing forb,.,none,sterile,
Moora,2004,Yes,Yes,No,Yes,No,1.862349785,0.05,0,0,neither,lab,AM,Whole,Pulsatilla,patens,Ranunculaceae,non-N-fixing forb,.,microbial wash,sterile,
Moora,2004,Yes,Yes,No,Yes,No,1.682109103,0.05,0,0,neither,lab,AM,Whole,Pulsatilla,pratensis,Ranunculaceae,non-N-fixing forb,.,microbial wash,sterile,
Moora,2004,Yes,Yes,No,Yes,No,4.055219768,0.05,0,0,neither,lab,AM,Whole,Pulsatilla,patens,Ranunculaceae,non-N-fixing forb,.,microbial wash,sterile,
Moora,2004,Yes,Yes,No,Yes,No,4.558362979,0.05,0,0,neither,lab,AM,Whole,Pulsatilla,pratensis,Ranunculaceae,non-N-fixing forb,.,microbial wash,sterile,
Moraes,2004,Yes,Yes,Yes,Yes,No,0.613104473,0.016666667,0,0,neither,lab,AM,Single,Podophyllum,peltatum,Berberidaceae,non-N-fixing forb,Scutellospora,none,sterile,
Morte,2001,Yes,No,Yes,No,Yes,0.087011377,0.033333333,1,1,both,lab,EM,Single,Pinus,halepensis,Pinaceae,non-N-fixing woody,Suillus,none,sterile,2.678571429
Morte,2001,Yes,No,Yes,No,Yes,0.105360516,0.033333333,1,1,both,lab,EM,Single,Pinus,halepensis,Pinaceae,non-N-fixing woody,Suillus,none,sterile,3.181818182
Mosse,1977,Yes,Yes,Yes,Yes,No,2.549445171,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,2.188640834,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,2.335374916,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,2.174751721,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,1.722766598,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,1.53532994,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,No,Yes,No,0.526093096,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,.,other,non,
Mosse,1977,Yes,Yes,No,Yes,No,0.675128675,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,.,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.772215704,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.61698582,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,1.308907698,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.405465108,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,-0.024097552,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.297251523,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.7282385,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.745790914,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.359141036,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.178248231,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.279584862,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,-0.075507553,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,1.145132304,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.09237332,0.166666667,0,0,neither,lab,AM,Single,Stylosanthes,guyanensis,Fabaceae,N-fixing forb,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,1.323341883,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.187462956,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,non,
Mosse,1977,Yes,Yes,Yes,Yes,No,0.117230091,0.5,0,1,P_only,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,non,
Muhsin,2002,Yes,No,Yes,No,Yes,0.149531734,0.05,1,1,both,lab,EM,Single,Picea,glauca,Pinaceae,non-N-fixing woody,Hebeloma,none,non,5.130434783
Muhsin,2002,Yes,No,Yes,No,Yes,0.125163143,0.05,1,1,both,lab,EM,Single,Picea,glauca,Pinaceae,non-N-fixing woody,Hebeloma,none,non,5.181818182
Naik,1995,Yes,Yes,Yes,No,No,0.111225635,0.166666667,1,0,N_only,field,AM,Single,Callistephus,chinensis,Asteraceae,non-N-fixing forb,Glomus,none,non,
Naik,1995,Yes,Yes,Yes,No,No,0.174353387,0.166666667,1,0,N_only,field,AM,Single,Callistephus,chinensis,Asteraceae,non-N-fixing forb,Acaulospora,none,non,
Naik,1995,Yes,Yes,Yes,No,No,0.09531018,0.166666667,1,0,N_only,field,AM,Single,Callistephus,chinensis,Asteraceae,non-N-fixing forb,Glomus,none,non,
Naik,1995,Yes,Yes,Yes,No,No,0.392042088,0.166666667,1,0,N_only,field,AM,Single,Callistephus,chinensis,Asteraceae,non-N-fixing forb,Glomus,none,non,
Niemi,1992,Yes,Yes,Yes,No,No,-0.200955636,0.125,1,1,both,field,AM,Single,Fragaria,x ananassa,Rosaceae,non-N-fixing forb,Glomus,none,non,
Niemi,1992,Yes,Yes,Yes,Yes,No,-0.117783036,0.05,1,1,both,lab,AM,Single,Fragaria,x ananassa,Rosaceae,non-N-fixing forb,Glomus,none,non,
Niemi,1992,Yes,Yes,Yes,Yes,No,-0.040821995,0.05,1,1,both,lab,AM,Single,Fragaria,x ananassa,Rosaceae,non-N-fixing forb,Glomus,none,non,
Niemi,1992,Yes,Yes,Yes,Yes,No,4.256400422,0.05,1,1,both,lab,AM,Single,Fragaria,x ananassa,Rosaceae,non-N-fixing forb,Glomus,none,non,
Niemi,1992,Yes,Yes,Yes,Yes,No,0.295117051,0.083333333,1,1,both,lab,AM,Single,Fragaria,x ananassa,Rosaceae,non-N-fixing forb,Glomus,none,non,
Niemi,1992,Yes,Yes,Yes,Yes,No,-0.089948237,0.083333333,1,1,both,lab,AM,Single,Fragaria,x ananassa,Rosaceae,non-N-fixing forb,Glomus,none,non,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.336915794,0.125,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.369097464,0.125,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0,0.125,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.36746399,0.125,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.400323709,0.125,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.427812407,0.125,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.294182637,0.125,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.431733035,0.125,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.339867826,0.125,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.245879632,0.125,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.494592888,0.125,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,other,sterile,
Nurlaeny,1996,Yes,Yes,Yes,Yes,No,0.361947364,0.125,0,0,neither,lab,AM,Single,Glycine,max,Fabaceae,N-fixing forb,Glomus,other,sterile,
Nylund,1989,Yes,No,Yes,No,No,-0.487856416,0.033333333,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Hebeloma,none,Unknown,
Nylund,1989,Yes,No,Yes,No,No,-0.335484257,0.034482759,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Hebeloma,none,Unknown,
Nylund,1989,Yes,No,Yes,No,No,-0.655104555,0.034482759,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Laccaria,none,Unknown,
Nylund,1989,Yes,No,Yes,No,No,-0.110814366,0.055555556,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Laccaria,none,Unknown,
Nylund,1989,Yes,No,Yes,No,No,-0.455475529,0.055555556,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Laccaria,none,Unknown,
Nylund,1989,Yes,No,Yes,No,No,-0.30742131,0.1,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Laccaria,none,Unknown,
Nylund,1989,Yes,No,Yes,No,No,-0.874464217,0.1,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Laccaria,none,Unknown,
Ortas,2003,Yes,Yes,Yes,Yes,No,0.361471116,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,microbial wash,non,
Ortas,2003,Yes,Yes,Yes,Yes,No,0.358276867,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,microbial wash,non,
Ortas,2003,Yes,Yes,Yes,Yes,No,0.465296034,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,microbial wash,non,
Ortas,2003,Yes,Yes,Yes,Yes,No,1.712343805,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,microbial wash,sterile,
Ortas,2003,Yes,Yes,Yes,Yes,No,0.684891974,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,microbial wash,sterile,
Ortas,2003,Yes,Yes,Yes,Yes,No,0.803179546,0.166666667,0,0,neither,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,microbial wash,sterile,
Paradis,1995,Yes,Yes,Yes,Yes,No,-0.041385216,0.5,1,1,both,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,sterile,
Paradis,1995,Yes,Yes,Yes,Yes,No,0.218088781,0.5,1,1,both,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,sterile,
Paradis,1995,Yes,Yes,Yes,Yes,No,-0.068992871,0.125,1,1,both,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,sterile,
Paradis,1995,Yes,Yes,Yes,Yes,No,0.189242,0.125,1,1,both,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,sterile,
Posta,1994,Yes,Yes,Yes,Yes,No,-0.008032172,0.5,1,1,both,lab,AM,Single,Zea,mays,Poaceae,C4 grass,Glomus,none,sterile,
Quoreshi,2000,Yes,No,Yes,No,Yes,0.223143551,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,4.83713355
Quoreshi,2000,Yes,No,Yes,No,Yes,0.274436846,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,5.182481752
Quoreshi,2000,Yes,No,Yes,No,Yes,0.262364264,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,5.192563081
Quoreshi,2000,Yes,No,Yes,No,Yes,0.139761942,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,5.760368664
Quoreshi,2000,Yes,No,Yes,No,Yes,0.223143551,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,6.372881356
Quoreshi,2000,Yes,No,Yes,No,Yes,0.245122458,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,7.209302326
Quoreshi,2000,Yes,No,Yes,No,Yes,0.15415068,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,7.274939173
Quoreshi,2000,Yes,No,Yes,No,Yes,0.223143551,0.03125,0,0,neither,lab,EM,Single,Picea,mariana,Pinaceae,non-N-fixing woody,Laccaria,none,non,7.456896552
Rajan,2000,Yes,Yes,Yes,Yes,No,0.306092634,0.05,1,0,N_only,lab,AM,Single,Tectona,grandis,Verbenaceae,non-N-fixing woody,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,-0.04184711,0.166666667,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,-0.106222213,0.166666667,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,0,0.166666667,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,0.017251722,0.166666667,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,-0.262096204,0.166666667,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,-1.098612289,0.166666667,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,0.830683622,0.125,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,Yes,No,No,-0.581823174,0.125,0,0,neither,field,AM,Single,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,none,non,
Rangeley,1982,Yes,Yes,No,No,No,-0.21253304,0.5,0,0,neither,lab,AM,Multiple,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,microbial wash,Unknown,
Rangeley,1982,Yes,Yes,No,No,No,0.10610003,0.5,0,0,neither,lab,AM,Multiple,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,microbial wash,Unknown,
Rangeley,1982,Yes,Yes,No,No,No,0.421354221,0.5,0,0,neither,lab,AM,Multiple,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,microbial wash,Unknown,
Rangeley,1982,Yes,Yes,No,No,No,0.033142308,0.5,0,0,neither,lab,AM,Multiple,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,microbial wash,Unknown,
Rangeley,1982,Yes,Yes,No,No,No,0.131706043,0.5,0,0,neither,lab,AM,Multiple,Trifolium,repens,Fabaceae,N-fixing forb,Glomus,microbial wash,Unknown,
Requena,1996,Yes,Yes,Yes,Yes,No,-0.14678312,0.05,0,0,neither,lab,AM,Single,Anthyllis,cytisoides,Fabaceae,N-fixing woody,Glomus,microbial wash,non,
Requena,1996,Yes,Yes,Yes,Yes,No,0.257222865,0.05,0,0,neither,lab,AM,Single,Anthyllis,cytisoides,Fabaceae,N-fixing woody,Glomus,microbial wash,sterile,
Rice,2002,Yes,Yes,Yes,Yes,Yes,0.272831785,0.083333333,1,1,both,lab,AM,Single,Apium,graveolens,Apiaceae,non-N-fixing forb,Glomus,none,non,20.71005917
Rice,2002,Yes,Yes,Yes,Yes,Yes,0.451985124,0.083333333,1,1,both,lab,AM,Single,Apium,graveolens,Apiaceae,non-N-fixing forb,Glomus,none,non,33.55704698
Rincon,2001,Yes,No,Yes,No,No,-0.060624622,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Hebeloma,none,sterile,
Rincon,2001,Yes,No,Yes,No,No,0,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Laccaria,none,sterile,
Rincon,2001,Yes,No,Yes,No,No,-0.121360857,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Rincon,2001,Yes,No,Yes,No,No,-0.042559614,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Melanogaster,none,sterile,
Rincon,2001,Yes,No,Yes,No,No,-0.048790164,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Pisolithus,none,sterile,
Rincon,2001,Yes,No,Yes,No,No,-0.108213585,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Rhizopogon,none,sterile,
Rincon,2001,Yes,No,Yes,No,No,-0.303682414,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Rhizopogon,none,sterile,
Rincon,2001,Yes,No,Yes,No,No,-0.384411699,0.03125,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Scleroderma,none,sterile,
Rincon,2005,Yes,No,Yes,No,Yes,-0.362905494,0.02,1,1,both,lab,EM,Single,Pinus,pinea,Pinaceae,non-N-fixing woody,Rhizopogon,none,sterile,4.8125
Rouhier,1998,Yes,No,Yes,No,Yes,-0.395895657,0.125,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Suillus,none,sterile,4
Rouhier,1998,Yes,No,Yes,No,Yes,-0.049190244,0.125,1,1,both,lab,EM,Single,Pinus,sylvestris,Pinaceae,non-N-fixing woody,Paxillus,none,sterile,4.818181818
Rubio,2003,Yes,Yes,Yes,No,No,0.175946571,0.1,1,0,N_only,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,Unknown,
Rubio,2003,Yes,Yes,Yes,No,No,0.430350857,0.1,1,0,N_only,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,Unknown,
Rubio,2003,Yes,Yes,Yes,No,No,-0.003738322,0.1,1,0,N_only,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,Unknown,
Rubio,2003,Yes,Yes,Yes,No,No,-0.125859037,0.1,1,0,N_only,lab,AM,Single,Triticum,aestivum,Poaceae,C3 grass,Glomus,none,Unknown,
Russo,1989,Yes,Yes,Yes,Yes,No,-0.368646767,0.041666667,1,1,both,lab,AM,Single,Alnus,acuminata,Betulaceae,N-fixing woody,Glomus,other,sterile,
Russo,1989,Yes,Yes,Yes,Yes,No,0.019002665,0.041666667,1,1,both,lab,AM,Single,Alnus,acuminata,Betulaceae,N-fixing woody,Glomus,other,sterile,
Russo,1989,Yes,Yes,Yes,Yes,No,0.627934519,0.041666667,1,1,both,lab,AM,Single,Alnus,acuminata,Betulaceae,N-fixing woody,Glomus,other,sterile,
